Sr_No,Location_Coordinates,Location,Hospital_Name,Address_Original_First_Line,State,District,Subdistrict,Pincode,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,Latitude,Longitude,Geocoding_Query,Geocoding_Status
24222,,"No.28, Cathedral Gardens Road, Near Hotel Palmgrove",B.R.S.Hospitals Pvt.Ltd,"No.28, Cathedral Gardens Road, Near Hotel Palmgrove",Tamil Nadu,Chennai,Nungambakkam,600034,0,0,0,0,0,0,0,0,drmadhu@brshospital.com,0,http://www.brshospital.com/,"Cardiology, Nephrology, Haematology, Neurology, Pediatrics and Neonatology, Diabetology, Oncology, Psychiatry, Dermotology, Radiology and Imaging, Orthopedic Surgery ( Trauma and Joint Replacement), General Surgery, Surgical Gastroenterology, Urology, Neuro Surgery, Opthalmology, Obstetrics and Gynaecology, Hand Injury Unit, Spine Surgery, Laparoscopic Surgery, Oncology, Surgical, Oncology, Arthoscopic Surgery, Rehabilitation",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24223,,"200, Ramakrishna Multi Road",B.S.S.Hospital,"# 200, Ramakrishna Multi Road",Tamil Nadu,Chennai,Mandaveli,600028,0,0,0,0,0,0,0,0,hospitalbss@yahoo.com,0,http://www.bsshospital.com/,0,"Pediatric and Neonatology, Gynaecology, MARC - Infertility Clinic, Plastic and Cosmetic Surgery",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.026013,80.2655232,"B.S.S.Hospital, Chennai, Tamil Nadu, India",Found
24224,,"No.20, Gopathi Narayanaswami Chetty Road",Bharathi Rajaa Hospitals (P) Ltd,"No.20, Gopathi Narayanaswami Chetty Road",Tamil Nadu,Chennai,Thiyagaraya Nagar,600017,0,0,0,0,0,0,0,0,"info@brhospital.in, brhospital@gmail.com",0,http://www.brhospital.in/,"Accident and Emergency Services 24 hours, General Medicine and General Surgery, Advanced Key Hole Surgery, Geriatrice, Anaemia and Arthrits Clinic, Gastroenterology ( Medical and Surgical ), Allergy and Arthma Clinic, Gynaecology and Obstetric, Alcoho abuse Clinic, Hypertensive Clinic, Alcoho abuse Clinic, Homeopathy Clinic, Burns Unit, Hematology, Cardiology and lnterventional, Cardiology, Holistic Approach Clinic Nutritionist and Psycologist, Cardio Thoracic Surgery, Neurology and Neuro Surgery, Coronary Care Unit, Nephrology, Chest Diseases Department, Ophthalmology, Dermatology ( Skin Department ), Orthopaedic Surgery, Dental Clinic, Oncology ( Cancer Medical and Surgical ), ENT, Paediatric Surgery, Endocrinology Department, Plastic, Surgery and Cosmetic Surgery, Reiki, Psychiatry, Radiology and Sonology, Pain and Palliative Care,, Sports lnjury, Stroke Therapy Unit, Urology, Vascular Surgery, Unani",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044 24341982,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24226,,"43, Lakshmi Talkies Road",Billroth Health Centre,"43, Lakshmi Talkies Road",Tamil Nadu,Chennai,Shenoy Nagar,600030,0,0,0,0,0,0,0,0,support@billroth.com,0,http://www.billrothhospitals.com/,"Oncology, Nuclear Medicine, Cardiology, Cardio Thoracic Surgery, Chest, Medicine, Orthopaedics, Gastroenterology, Obstetrics and Gynaecology, ENT, IVF, Urology and Nephrology, Neurology, Diabetology, Plastic Surgery, Paediatric Surgery, Radiology, Dental Sciences, Podiatric",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0762065,80.2276638,"43, Lakshmi Talkies Road, Chennai, Tamil Nadu, India",Found
24228,,"36, 5th Main Road, Thillai Ganga Nagar",B.M.Hospital,"36, 5th Main Road, Thillai Ganga Nagar",Tamil Nadu,Chennai,Nanganallur,600061,0,"0860800 1182, 044 22672182, 044 22671182, 044 22670277, 044 22670884, 044 22670886",0,0,0,0,044 22672182,0,"dr.thiagarajan@bmhospitals.com, dr.vasundra@bmhospitals.com",0,http://bmhospitals.com/,"Intensive Care Unit, Gynecology, obstetrics and infertility, General Surgery, Medical Department, Urology, Nephrology, Gastroenterology (medical), Gastroenterology (surgical), ENT, Ophthalmology Department, Orthopaedic Department, Paediatric Department, Neuromedicine, Neuro Surgery, Plastic Surgery, Dermatology Department, Psychiatry, Chest Department, Oncology Department, Dental Department, Para Medical Facilities, 24hrs Pharmacy, X Ray, Lab, Sonology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.1181104,80.1499411,"B.M.Hospital, Chennai, Tamil Nadu, India",Found
24229,,"1, Lawyer Janardhan Street",SRI Balaji Hospital,"1, Lawyer Janardhan Street",Tamil Nadu,Chennai,Guindy,600032,0,0,0,0,0,0,0,0,0,0,http://sribalajihospital.com/,"Cardiology, Dermatology, Diabetology, Endocrinology, Gastroenterology, Intensive Care Medicine, Neurology, Paediatrics, Psychiatry, Pulmonology, Radiology,, Orthopedics, ENT, General Surgery, Neurosurgery, Obstetrics and gynaecology, Ophthalmology, Oral and Maxillofacial Surgery, Plastic and Cosmetic Surgery, Urology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,12.9178242,80.190331,"SRI Balaji Hospital, Chennai, Tamil Nadu, India",Found
24230,,"No.7, Works Road",Sree Balaji Medical College and Hospital,"No.7, Works Road",Tamil Nadu,Chennai,Chromepet,600044,0,0,0,0,0,0,0,0,sbmc  h@yahoo.com,0,http://www.sbmch.ac.in/,"Anatomy, Physiology, Biochemistry, Pathology, Microbiology, Forensic Medicne and Toxicology, Pharmacology, Paediatrics, Community Medicine, Anaesthesiology and Pain Clinic, ENT and Head Neck Surgery, Ophthalmology, General Medicine, General Surgery, Obstetrics and Gynaecology, Orthopaedics, Psychiatry, Chest and TB, Dermatology, Casualty (Accident and Emergency Medicine), Radiology and Imaging Sciences, Cardiac Care Center, Urology and Nephrology, Neuro Surgery, Neurology, Surgical Gastroenterology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.1082519,80.2320758,"No.7, Works Road, Chennai, Tamil Nadu, India",Found
24231,,"Rajiv Gandhi Salai, Old Mahabalipuram Road",Chettinad Super Speciality Hospital,"Rajiv Gandhi Salai, Old Mahabalipuram Road",Tamil Nadu,Chennai,Kelambakkam,603103,0,105757,0,0,0,0,0,0,cssh@chettinadhealthcity.com,0,http://www.chettinadhealthcity.com/,"Cardiology, Cardio Thoracic Surgery (Paediatric), Cardio Vascular Disease and Robotic Surgery, Dermatology, Endocrinology, ENT, General Medicine, General Surgery, Geriatrics, In Vitro Fertilization / Reproductive Medicine, Nephrology, Neurosurgery, Neurology, Obstetrics and Gynaecology, Orthopaedics, Paediatrics, Psychiatry, Urology, Vascular Surgery, Plastic Surgery, Pediatric surgery, Medical Gastroenterology, Surgical Gastroenterology","Anaesthesiology, Audiometry, Chest Medicine and TB, Dentistry, Laparoscopic Surgery, Maxillofacial Surgery, Occupational Therapy, Ophthalmology, Paediatric Surgery, Physiotherapy, Speech Therapy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,12.9109406,80.228211,"Chettinad Super Speciality Hospital, Chennai, Tamil Nadu, India",Found
24232,,"No.9, Duraiswamy Nagar, IAF Road, Near Madras Christian College",Christudas Orthopaedic Speciality Hospital,"No.9, Duraiswamy Nagar, IAF Road, Near Madras Christian College",Tamil Nadu,Chennai,East Tamsaram,600059,0,0,0,0,0,0,0,0,"doctor@cosh.in, cosh  ortho@yahoo.co.in",0,http://www.cosh.in/,"Pain, Physio Back School, Internal Medicine, Rheumatology, Joint Pain, Skin, Mind, Cancer, Knee, Urology, Child, Plastic Surgery, Neuro, Gastro, Nephrology, Cardio, Diabetic, Arthroscopy, Vascular, Obesity, ENT, Eye, Endocrinolagy, Head Injury, Woman, Dental, Chest, General Surgical and Laproscopic",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"044 2279 0340, 044 2239 1576, 044  2279 0340, 044 2239 1577, 044 2239 1576, 044 2239 1578",0.0,0.0,0.0,0.0,0.0,33,603,12.9214137,80.127482,"Christudas Orthopaedic Speciality Hospital, Chennai, Tamil Nadu, India",Found
24233,,"No.1, 47th Street, 5th Main Road",C.M.Hospital,"No.1, 47th Street, 5th Main Road",Tamil Nadu,Chennai,Nanganallur,600 061,0,0,0,0,0,0,0,0,info@cmhospital.in,0,http://www.cmhospital.in/,"Birthing Center, Cradle Fertility Center, Surgical Center, Bone and Joint Center, Non Surgical Treatment, Multi Speciality Hospital",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0553167,80.2012868,"C.M.Hospital, Chennai, Tamil Nadu, India",Found
24234,,"No.15, Dr.Radha Krishnan Salai",C.S.I.Kalyani Multi Speciality Hospital,"No.15, Dr.Radha Krishnan Salai",Tamil Nadu,Chennai,Mylapore,600004,0,0,0,0,0,0,0,0,csikalyanihospital@rocketmail.com,0,www.csikalyanihospital.com,"Allergy, Anaesthesiology, Cancer, Oncology, Psychiatry, Cardiology, Pulmonology, Community Health, Skin And Cosmetology, Dental, Urology, Endocrinology, Ent, Gastroenterology, General And Pediatric Surgery, General Medicine, Haematology, Nephrology, Neurology, Obstetrics andGynaecology, Opthamology, Orthopaedics, Pediatrics, Physiotherapy, Plastic Surgery","Endoscopy, Laparoscopy, Bronchoscopy, Arthroscopy, Colposcopy, Hysteroscopy, Master Health Check up, Pain Clinic, Immunization Clinic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24237,,"NO 45, GA Road, Old Washermanpet",C.S.I.Rainy Multi Speciality Hospital,"NO 45, GA Road, Old Washermanpet",Tamil Nadu,Chennai,0,600 021,0,0,0,0,0,0,0,0,"adminoffice@csirainyhospital.com, Contact@csirainyhospital.com",0,http://csirainyhospital.com/,"Obstetrics and Gynecology, Medicine, Surgery, Pediatric, Dentistry, Ophthalmology, ENT, Orthopedic, Anesthesia",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.1178884,80.2909912,"C.S.I.Rainy Multi Speciality Hospital, Chennai, Tamil Nadu, India",Found
24241,,"72, Medavakkam Tank Road, Near Jamai Mosque",Deepam Eye Hospital,"72, Medavakkam Tank Road, Near Jamai Mosque",Tamil Nadu,Chennai,Kilpauk,600010,0,0,0,0,0,0,0,0,"deepameyehospital@gmail.com, contact@deepameyehospital.com",0,http://www.deepameyehospital.com/,0,"Diagnostic facilities, Surgical Facilities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24242,,"No.107A, G.S.T.Road, Chromepet",Deepam Hospital (P) Ltd.,"No.107A, G.S.T.Road, Chromepet",Tamil Nadu,Chennai,West Tambaram,600044,0,082202 82202,0,0,0,0,0,0,ask@deepamhospitals.com,0,http://www.deepamhospitals.com/,"Dentistry, Dermatology, Emergency and Trauma Care, Ortho and Joint Replacement, Paediatric and Neonatology, ENT, Nephrology, Obstetrics and Gynacology, Dialysis, Opthamology, Urology, Pulmonology, Plastic Surgery, Critical Care, Paediatrics, Endocrinology, General Medicine, Surgical Center",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24243,,"No.107, A Block, 3rd Avenue, Anna Nagar Roundana","Dr.Agarwal's Eye Hospital Ltd., Anna Nagar","No.107, A Block, 3rd Avenue, Anna Nagar Roundana",Tamil Nadu,Chennai,Anna Nagar,600102,0,0,0,0,0,0,0,0,annanagar@dragarwal.com,0,http://www.dragarwal.com/,"Cataract, Cornea and Refractive, Cornea, Lasik, Refractive, Contact Lens, Retina, Orbit and Oculoplasty, Glaucoma, Uvea, Neuro Ophthalmology, Squint and Pediatric Ophthalmology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0847414,80.2219681,"Dr.Agarwal's Eye Hospital Ltd., Anna Nagar, Chennai, Tamil Nadu, India",Found
24245,,"No.4, West Mada Church Street",Diabetes Research Centre and M.V.Hospital For Diabetes,"No.4, West Mada Church Street",Tamil Nadu,Chennai,Royapuram,600013,0,0,0,0,0,1800 425 0005,0,0,"drvijay@mvdiabetes.com, appointments@mvdiabetes.com",0,http://www.mvdiabetes.com/,"Diabetes Care and Education, Diabetes Heart Evaluation, Preventive Diabetes Foot Care (Podiatry), Diabetic Eye Care, Appropriate Dental Care for diabetic patients, Diabetes Neuropathy Clinic, State of Art Diagnostic Laboratory, Special Diabetes Counselling, Nutrition and Diet Counselling, Impotence Clinic, Obesity and Lifestyle Counselling, Pain Clinic for special problems in diabetic patients like frozen shoulder, Special Yoga classes for diabetes control, Trained Orthotist and complete In-House Footwear manufacturing Unit for special needs of diabetic patients with all types of foot problems, Multi-disciplinary diabetic Foot clinic with all surgical experts, Dia-Shoppe with products and medicines for diabetes treatment, Weight Management Clinic, Women Wellness Clinic, Healthy Heart Clinic, Special clinic for children with diabetes.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"044 25954913, 044 25954915, 044 6561 2288, 044 6561 2299",0.0,0.0,0.0,0.0,0.0,33,603,13.1119458,80.2952072,"Diabetes Research Centre and M.V.Hospital For Diabetes, Chennai, Tamil Nadu, India",Found
24247,,"No.1, Bharathi Nagar, Redhills Road",Eswar Medical Foundation,"No.1, Bharathi Nagar, Redhills Road",Tamil Nadu,Chennai,Kolathur,600099,0,0,0,0,0,0,0,0,helpdesk@eswarhospitals.com,0,www.eswarhospitals.com,"Kidney, Urology, Ortho, Joint Replacement, Total Hip Replacement, Knee Reconstruction and Replacement, Arthroscopy, Spinal Surgery, Trauma Care, Limb Reconstruction","Laser Surgery (Lithotripsy), Laparoscopic Surgery, Bariatric (Obesity) Surgery, Hemodialysis Unit, ESWL (Extracorporeal Sockwave Lithotripsy), Endoscopy Unit (Upper GI Scopy, Colonoscopy, ERCP), 24 ICU with ventilator support, 24 Hrs Trauma Unit, Poisoning Treatment, Infertility Unit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24248,,"No.52, First Main Road, Gandhi Nagar, Adyar",Fortis Malar Hospital,"No.52, First Main Road, Gandhi Nagar, Adyar",Tamil Nadu,Chennai,Adyar,600020,0,044 4933 4933,0,0,0,0,0,0,contactus.malar@fortishealthcare.com,0,http://www.fortismalar.com/,"Heart Care, Centre for Heart Failure Management, Cardiac Emergency Care, Brain and Spine Care, Centre for Comprehensive Epilepsy Care, Bone and Joint Care, Centre for Knee Replacement, Nephro and Uro Care, Digestive Care, Women Care, Child care, Associate Specialties, Preventive health checks",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0101759,80.2586997,"Fortis Malar Hospital, Chennai, Tamil Nadu, India",Found
24249,,"R 30 C, Ambattur Industrial Estate Road",Frontier Lifeline Hospital,"R 30 C, Ambattur Industrial Estate Road",Tamil Nadu,Chennai,Mogappair,600101,0,0,0,0,0,0,0,0,info@frontierlifeline.com,0,http://www.frontierlifeline.com/,"Cardiology, Cardiac Surgery, Cyanotic and Acyanotic Heart Diseases (Simple and Complex), Vascular Surgery, Gastroenterology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0875243,80.1857322,"Frontier Lifeline Hospital, Chennai, Tamil Nadu, India",Found
24250,,"19, K.B Dasan Road (SIET College Road), Alwarpet",Girishwari Hospital Pvt Ltd,"19, K.B Dasan Road (SIET College Road), Alwarpet",Tamil Nadu,Chennai,Alwarpet,600018,0,044 4760 0600,0,0,0,0,0,0,"girishwarihospital@gmail.com, infogirishwarihospital@gmail.com, enquiry@girishwarihospital.com",0,http://girishwarihospital.com/,"Obesity and Bariatric Surgery, General Surgery and Laparoscopic Surgery, Emergency care, Obstetrics and Gynaecology, Orthopaedics, Onocology, Neurology and Neurosurgery, Nephrology and Urology, General and Laparoscopic Surgery, Obstetrics and Gynaecology, Reproductive Technology, Paediatrics, Cardiology, Orthopaedics, Nephrology and Urology, Medical and Surgical Gastroenterology, Obesity and Bariatric, Surgery, Oncology, Neurology and Neurosurgery, Psychiatry, ENT, Dermatology and Cosmetology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0349787,80.2519137,"Girishwari Hospital Pvt Ltd, Chennai, Tamil Nadu, India",Found
24251,,"439, Cheran Nagar, Perumbakkam",Global Hospitals and Health City,"439, Cheran Nagar, Perumbakkam",Tamil Nadu,Chennai,Perumbakkam,600100,0,080 24242424,0,0,0,0,0,0,web.enquiries@globalhospitalsindia.com,0,http://www.globalhospitalsindia.com/,"Anaesthesiology, Arthroscopy and Sports Medicine, Bariatric Surgery, Breast Oncology, Cardiology, Cardiothoracic and Vascular Surgery, Critical Care, Dentistry, Dermatology, Emergency Medicine and Trauma, Endocrinology, ENT, General Medicine, Gynecology, Heart Transplantation, Hepatology, HPB and Liver Surgery, Interventional Radiology, Kidney Transplantation, Laboratory Medicine, Liver Transplantation, Lung Transplantation, Maxillofacial surgery, Medical Gastroenterology, Medical Oncology, Minimal Invasive Surgery, Multi-Organ Transplantation, Nephrology, Neurology, Neurosurgery, Nuclear Medicine, Obstetrics, Ophthalmology, Orthopaedics and Joint Replacement, Paediatric Surgery, Paediatrics, Plastic Surgery, Psychiatry, Pulmonology, Radiation Therapy, Radiology and Imaging, Rheumatology, Spinal Surgery, Surgical Gastroenterology, Surgical Oncology, Transfusion Medicine, Urology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24252,,"12/6, City Link Road, Near NGO Colony Bus Stand",G.R.Fertility Centre,"#12/6, City Link Road, Near NGO Colony Bus Stand",Tamil Nadu,Chennai,Adambakkam,600088,0,0,0,0,0,0,0,0,grhospital@gmail.com,0,www.grfertilitycentre.com,"Infertility Treatment:IUI, IVF, ICSI, Embryo transfer, Egg / Embryo Donation, Surrogacy, Blastocyst, Sperm Bank, Andrology, TESA, MESA, PESA, TESE, Sexual Medicine e.t.c.Obstetrics and Gynaecology:Pregnancy (Ante-Natal) Care, Normal Delivery and Cesarean, Menstrual Disorders, Endometriosis, Chocolate Cyst, Ovarian Cyst, Hysterectomy, Fibroid Removal, Sterilization, Polyp Removal, IUD, Insertion, D and C, PAP Smear e.t.c.Gynaecology and Laparoscopy Surgery:Hysterectomy, Hysteroscopy, Sterilization, Endometriosis, Uterine Fibroids, Ovarian Cysts or Tumors, Ectopic Pregnancy, Pelvic Abscess, Ovarian Cysts Removal e.t.c.General and Laparoscopy Surgery:Appendicectomy, Cholecystectomy, Cystoscopy, Hemorrhoidectomy, Hysterectomy, Hysteroscopy, Inguinal Hernia, Mastectomy, Tonsillectomy and Adenoidectomy, Umbilical Hernia e.t.c.Plastic Surgery:Liposuction, Tummy Tuck, Body Contour Surgery, Breast Augmentation, Breast Lift, Breast Reduction, Breast Reconstruction",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24253,,"372, Poonamallee High Road",Guest Hospital,"372, Poonamallee High Road",Tamil Nadu,Chennai,Kilpauk,600010,0,0,0,0,0,0,0,0,info@guesthospital.com,0,http://www.guesthospital.com/,"Urology, Diabetology, Obstetrics and Gynecology, Orthopedics, Ortho Biologicals, Plastic Surgery, Neurology, Nephrology, Neurosurgery, Medical Oncology, Surgical Oncology, ENT, Medical Gastroenterology, Surgical Gastroenterology, Cardiology, Intensive Care, Anaesthesia, Pediatrics, General Surgery, Vascular Surgery, Ophthalmology, Laparoscopic Surgery","Laser Surgery, Laparoscopy Surgery, LabourWard, Neonatal Ward",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"044 26413420, 044 26411656, 044 26425296, 044 26425528",0.0,0.0,0.0,0.0,0.0,33,603,13.0772244,80.2387532,"Guest Hospital, 372, Poonamallee High Road, Chennai, Tamil Nadu, India",Found
24256,,"24 and 26, 'Swathi', 29 Th Street",Hari Haran Diabetes and Heart Care Hospitals Pvt Ltd,"24 and 26, 'Swathi', 29 Th Street",Tamil Nadu,Chennai,Nanganallur,600061,0,0,0,0,0,0,0,0,info@hariharanhospitals.com,0,http://hariharanhospitals.com/,"Diabetology, Cardiology, Nephrology, Neurology, Medical Oncology, Medical Gastroenterology, Paediatrics, Chest Physcian, Psychiatry, Dermatology, General Surgery and Oncology, Surgical, Orthopaedics, Urology, Neuro Surgery, Ophthalmology, E.N.T., Obstetrics and Gynaecology, Vascular Surgery, Cardiothoracic Surgery, Surgical Gastroenterology and Endoscopy, Plastic Surgery, Lapraroscopic Surgery, Sonology",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24259,,"No 5/45, Shanmugam Road, Opposite to old SBI building",Hopkins ENT Hospitals,"No 5/45, Shanmugam Road, Opposite to old SBI building",Tamil Nadu,Chennai,Tambaram west,600045,0,0,0,0,0,0,0,0,shakthesh@yahoo.com,0,www.hopkinsent.in,"Advanced Skull Base Surgeries, Coblation Tonsillectomy and Adenoidectomy, EAR SURGERY for DISCHARGING EAR, Endolaryngeal Surgery, Endoscopic Dacryocystorhinostomy, Snoring, Sinus Surgery, Stapedectomy",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24260,,"786 Anna Salai, CIT Nagar West",Huma Specialists Hospital and Research Centre Pvt Ltd,"786 Anna Salai, CIT Nagar West",Tamil Nadu,Chennai,Nandanam,600035,0,0,0,0,0,0,0,0,admin@humahospital.com,0,http://www.humahospital.com/,"Internist, Endocrinologist, Urologist, Ophthalmologist, Neurologist, General Surgeon, Radiologist, General Preactitioner, Cardiologist, Obstetrician and Gynaecologist, Dermatologist, Pediatrician and Neonatologist, Rheumatologist, Cosmetologist (Plastic Surgeon), Orthopaedician",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0282655,80.235353,"Huma Specialists Hospital and Research Centre Pvt Ltd, Chennai, Tamil Nadu, India",Found
24261,,"34-37, Kalki Krishnamurthy Salai",Impcops Hospital,"34-37, Kalki Krishnamurthy Salai",Tamil Nadu,Chennai,Thiruvanmiyur,600041,0,0,0,0,0,0,0,0,"impcops@dataone.in, contact@impcops.org",0,http://www.impcops.org/,0,"Siddha, Ayurveda, Unani",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,12.9931653,80.257204,"Impcops Hospital, Chennai, Tamil Nadu, India",Found
24262,,"No.3, Kothanda Nadar Nagar, Sriperumbudur, Nenmeli",Jaya Hospital,"No.3, Kothanda Nadar Nagar, Sriperumbudur, Nenmeli",Tamil Nadu,Chennai,Kancheepuram,602105,0,0,0,0,0,0,0,0,"info@jayahospital.com, jayahospitals@gmail.com",0,http://www.jayahospital.com/,0,"General Surgery, Orthopeadics, General Medicine, Plastic Surgery, Obstetrics and Gynecology, Diabetologist, ENT, Radiologist, Ophthalmology, Ultrasound, Scan, Urology, Dentistry, Dermatologist",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0027883,80.207025,"Jaya Hospital, Chennai, Tamil Nadu, India",Found
24270,,"No.15, P.S.Sivasamy Salai Road, P.S.Sivasamy Salai",Laksha Hospital,"No.15, P.S.Sivasamy Salai Road, P.S.Sivasamy Salai",Tamil Nadu,Chennai,Mylapore,600004,0,044 24997956,0,0,0,0,0,0,"admin@lakshahospitals.com, stemcell@lakshahospitals.com",0,http://www.lakshahospitals.com/,"General and Laparoscopic Surgery, Orthopaedic Surgery, Emergency and Critical Care, Psychiatry, Paediatrics, General Medicine, Obstetrics and Gynaecology, Anasthesiology, Nephrology, Urology, Neurosurgery, Cardiology, Pulmonology, Ophthalmology, Diet Counselling/Dietetics",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0435469,80.2636349,"Laksha Hospital, Chennai, Tamil Nadu, India",Found
24271,,No.121 G.N.Chetty Road,Laser and Laparascopic Hospital,No.121 G.N.Chetty Road,Tamil Nadu,Chennai,T Nagar,600017,0,0,0,0,0,0,0,0,info@drashokchennai.com,0,http://www.drashokchennai.com/,"Cosmetic and Plastic Surgery, Dentistry, Dialysis",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0430125,80.2371521,"Laser and Laparascopic Hospital, Chennai, Tamil Nadu, India",Found
