Sr_No,Location_Coordinates,Location,Hospital_Name,Address_Original_First_Line,State,District,Subdistrict,Pincode,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
23980,,"No. 1, Duraiswamy Road, Near Vadapalani Temple",S K Nursing Home Pvt Ltd,"No. 1, Duraiswamy Road, Near Vadapalani Temple",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23981,,"68, South Sivankoil Street, Saidapet Road, Vadapalani",Smv Nursing Home,"68, South Sivankoil Street, Saidapet Road, Vadapalani",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23982,,"No. 23/3, 4Th Street, Thiru Nagar, Vdapalani",Sri Sai Joint and Bone Centre and Nursing Home,"No. 23/3, 4Th Street, Thiru Nagar, Vdapalani",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23983,,"No.76,Nelson Manickam Road, Aminjikaral,",Tamilnadu Urological Research Centre,"No.76,Nelson Manickam Road, Aminjikaral",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23984,,"D No 154/2, Aroot Road, Vadapalani Vadapalani",Vasan Eye Care Hospital,"D No 154/2, Aroot Road, Vadapalani Vadapalani",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23985,,"180, Nsk Salai, Vadapalani",Vijaya Heart Foundation - Vijaya Hospital,"180, Nsk Salai, Vadapalani",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23986,,"No.175, N.S.K.Salai, Vadapalani",Vijaya Institute Of Trauma and Orthopadics,"No.175, N.S.K.Salai, Vadapalani",Tamil Nadu,Chennai,0,600026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23987,,"170, R.K. Mutt Road, Mandaveli, Chennai.",Anns Homoeo Clinic,"170, R.K. Mutt Road, Mandaveli",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23988,,"11, Durgabai Deshmukh Road, Raja Annamalai Puram",Aswatha Eye Department,"11, Durgabai Deshmukh Road, Raja Annamalai Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23989,,"200, Ramakrishnan Mutt Road, Mandaveli,",B.S.S.Hospital,"200, Ramakrishnan Mutt Road, Mandaveli",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23990,,"52, Raja Annamalai Puram, Chennai,",Chennai Kaliappa Hospital,"#52, Raja Annamalai Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,044  24615742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23991,,"No:12/2, Bagirathi Ammal Street, C P Ramasamy Road, R.A.Puram",Chennai Skin Foundation and Yesudian Research Instit,"No:12/2, Bagirathi Ammal Street, C P Ramasamy Road, R.A.Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23992,,"No 11, 12, Dr Durgabai Deshmukh Road,R. A .Puram",Durgabai Deshmukh General Hospital and Research Centre / Andhra Mahila Sabha,"No 11, 12, Dr Durgabai Deshmukh Road,R. A .Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,4424611384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23993,,No 5 School View Road R K Nagar,Indira Eye Hospital,No 5 School View Road R K Nagar,Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23994,,"11, Durgabai Deshmukh Road, Raja Annamalai Puram",Ishwari Prasad Datthaireya Orthopedic Center,"11, Durgabai Deshmukh Road, Raja Annamalai Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23995,,"No. 38/56, Venkatakrishna Road, Mandavelli,",Janamma Hospital,"No. 38/56, Venkatakrishna Road, Mandavelli",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23996,,"12, Norton 3Rd Lane Mandavelipakkam",Jaya Eye Clinic,"12, Norton 3Rd Lane Mandavelipakkam",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23997,,"No.43,Second Main Road,R A Puram.",Kaliappa Renal Center,"No.43,Second Main Road,R A Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,24615742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23998,,"No. 1, 1 Cross Street, Off Ii Main Road, Raja Annamalaipuram,",Madras Ent Research Foundation Pvt Ltd,"No. 1, 1 Cross Street, Off Ii Main Road, Raja Annamalaipuram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,044  24311416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
23999,,"73 Venkatakrishna Road, Ra Puram,",Navasuja Sankara Nethralaya,"73 Venkatakrishna Road, Ra Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24000,,"No.22,2Nd Main Road,R.A. Puram",Prakriti Ayurvedic Center,"No.22,2Nd Main Road,R.A. Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24001,,"No:14, Bagirathiammal Street, R.A.Puram,",Rupa Clinic and Nursing Home,"No:14, Bagirathiammal Street, R.A.Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24002,,"12/2, Southcanalbankroad, Mandaveli.",Sanjay E N T Hospital,"12/2, Southcanalbankroad, Mandaveli",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24003,,"D.No.2,Plo No 86 V.V.Giri Salai Vivekanand Nagar",Sri Durga Health Centre,"D.No.2,Plo No 86 V.V.Giri Salai Vivekanand Nagar",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24004,,"No 4/30, Devanathan Road, Mandevalli,Near Mandaveli Bus Terminus",Sri Ranga Hospitals,"No 4/30, Devanathan Road, Mandevalli,Near Mandaveli Bus Terminus",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24005,,"Old No -15 /New 26-28, Norton Road,",The Surgical Clinic and Nursing Home,"Old No -15 /New 26-28, Norton Road",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24006,,"14/2, Devanandan Street, Mandavalli",Y V K Hospital Enterprises Pvt Ltd,"14/2, Devanandan Street, Mandavalli",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24007,,"360, P.H. Road,Jn Of P.H. Road And, Nelson Manickam Road, Aminjikarai,",A.K. Hospital,"# 360, P.H. Road,Jn Of P.H. Road And, Nelson Manickam Road, Aminjikarai",Tamil Nadu,Chennai,0,600029,0,0,0,0,0,0,0,044  23744863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24008,,"729, P.H. Road,Near Pachaiappa's College,Aminjikarai.",Dr. Seshiah Diabetes Research Institute and Dr. Balaji Diabetes Care Centre,"#729, P.H. Road, ,Near Pachaiappa's College,Aminjikarai",Tamil Nadu,Chennai,0,600029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24009,,"New No. 12 Old No.20, Govindan Street Ayyavoo, Naidu Colony, Aminjikarai",M.R. Hospital,"New No. 12 Old No.20, Govindan Street Ayyavoo, Naidu Colony, Aminjikarai",Tamil Nadu,Chennai,0,600029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24010,,"No.12/16, New Natarajapuram, Aminjikarai,",Peoples Nursing Home,"No.12/16, New Natarajapuram, Aminjikarai",Tamil Nadu,Chennai,0,600029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24011,,"43, Lakshmi Talkies Road,Shenoy Ngr., Opposite Poonamallee High Road,",Billroth Hospitals Limited,"43, Lakshmi Talkies Road,Shenoy Ngr., Opposite Poonamallee High Road",Tamil Nadu,Chennai,0,600030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24012,,"No:6, Kanniamman Koil Street,Parllel To Billroth Hospital,Shenoy Nagar.",Mu.Va. Hospital And Speciality Centre,"No:6, Kanniamman Koil Street,Parllel To Billroth Hospital,Shenoy Nagar",Tamil Nadu,Chennai,0,600030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24013,,"72, Spur Tank Road,Chetpet",Bethany Health Care Centre,"72, Spur Tank Road,Chetpet",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24014,,"No.2 (E), Mcnichols Road, 3 Lane, Chetpet,",Dr. Mehta`S Hospitals Pvt Ltd,"No.2 (E), Mcnichols Road, 3 Lane, Chetpet",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,044  42271217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24015,,"10-A, Dr. Guruswamy Road, Chetpet",Josephs Nursing Home,"10-A, Dr. Guruswamy Road, Chetpet",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24016,,"9, Pachaiyappa College Hostel Road Chetpet",Padmini Nursing Home,"9, Pachaiyappa College Hostel Road Chetpet",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,26427344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24017,,"No.77 Harrington Road, Chetpet,",Prashanth Multispeciality Hospital,"No.77 Harrington Road, Chetpet",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,044  28363516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24018,,"49/2,Harrington Road,Chetput Chennai",Psymed Hospiyal,"49/2,Harrington Road,Chetput",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24019,,"No. 11, M C. Nichols Road, 4Th Lane, Opposite To Chetpet Police Station Chetpet",Sri Sainath Hospital and Research Institute,"No. 11, M C. Nichols Road, 4Th Lane, Opposite To Chetpet Police Station Chetpet",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24020,,"13, East Spurtank Road, Chetpet",Vasantha Subramanian Hospitals Pvt Ltd,"13, East Spurtank Road, Chetpet",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24021,,"10, Dr. Guruswamy Road, Chetpet,",Zubeda Hospitals Ltd.,"# 10, Dr. Guruswamy Road, Chetp",Tamil Nadu,Chennai,0,600031,0,0,0,0,0,0,0,044  42859442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24022,,"No. 1, Lawyer Jaganathan Street, Guindy,",Balaji Hospital (P) Ltd.,"No. 1, Lawyer Jaganathan Street, Guindy",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24023,,"S7,Thiru Vi Ka Industrial Estate, Guindy, Chennai-32.",Bharat Specialities Lab,"S7,Thiru Vi Ka Industrial Estate, Guindy, Chennai-32",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24024,,"Noble Marine Tower No.62, No.62 Mount Road Guindy",Concept Medicare India Pvt. Ltd.,"Noble Marine Tower No.62 , No.62 Mount Road Guindy",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24025,,"6,Kanniamman,Koil Street,Shenoy Nagar",Dr.Mu.Va.Hospital,"6,Kanniamman,Koil Street,Shenoy Nagar",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24026,,"22/12, G.S.T Road, Guindy, Chennai",Mina Nursing Home,"22/12, G.S.T Road, Guindy",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24027,,"No:5/4, 3Rd Cross Street, Balaji Nagar, Ekkattuthangal",Mother and Child Care Clinic,"No:5/4, 3Rd Cross Street, Balaji Nagar , Ekkattuthangal",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24028,,"No.51/3 Cart Truck Road, Maduvankarai,Near Beta Matriculation School Guindy",N.K Clinic,"No.51/3 Cart Truck Road, Maduvankarai,Near Beta Matriculation School Guindy",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24029,,"No.1 Lawyer Jagnathan Street, Guindy",Sri Balaji Hospital P Ltd,"No.1 Lawyer Jagnathan Street, Guindy",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,044  22324570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24030,,"27, Govindan Raod, West Mambalam, Near Srinivasa Theatre",Annamalai Hospital,"# 27, Govindan Raod, West Mambalam, Near Srinivasa Theatre",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24031,,18 Rukmani Street West Mambalam,C.S.M.Nursing Home,18 Rukmani Street West Mambalam,Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24032,,"No. 27, Govindan Road, West Mambalam",Dr. Rm. Annamalai Clinic Family Health Care Centre,"No. 27, Govindan Road, West Mambalam",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24033,,"No. 47, Govindan Road, West Mambalam, Near Srinivasa Theatre,",Lakshmi Hospital,"No. 47, Govindan Road, West Mambalam, Near Srinivasa Theatre",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24034,,"No.62, Brindavan Street, West Mambalam, Espee Complex",Panacea Biotec Ltd.,"No.62, Brindavan Street, West Mambalam, Espee Complex",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24035,,"174, Lake View Road,West Mambalam,Near Ayodhya Mandapam.",Public Health Centre,"174, Lake View Road,West Mambalam,Near Ayodhya Mandapam",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24036,,"No. 68, Thambiah Road West, Mambalam",S R M Hospital,"No. 68, Thambiah Road West, Mambalam",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24037,,"No.49, Umapathy Street, Arya Gowda Road, West Mambalam",Spectra Laboratories,"No.49, Umapathy Street, Arya Gowda Road, West Mambalam",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24038,,"New 4, Old 108,Ellai Amman Koil Street,West Mambalam",Sree Chakra Maternity Clinic,"New # 4, Old# 108,Ellai Amman Koil Street,West Mambalam",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24039,,"45 Jubilee Road, West Mambalam",Sulochana Dental Care Center,"# 45 Jubilee Road, West Mambalam",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24040,,"No.7, Varadappan Street,West Mambalam.","Vasanthram Hospital (P) Ltd.,","No.7, Varadappan Street,West Mambalam",Tamil Nadu,Chennai,0,600033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24041,,No 5 Thirumurthy Nagar 6Th Street Nungambakkam,Acharya Dental Clinic,No 5 Thirumurthy Nagar 6Th Street Nungambakkam,Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,28269692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24042,,"28, Cathedral Garden Road, Nungambakkam,",B.R.S. Hospital Pvt. Ltd.,"28, Cathedral Garden Road, Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,"28221947, 28221947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24043,,"No.30C, Cathedral Garden Road, Nungambakkam",Chitra's Ent Laser Hospital,"No.30C, Cathedral Garden Road, Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24044,,"6E, Nungambakkam High Road",Fertility Research Centre,"6E, Nungambakkam High Road",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24045,,"6-E,Nungambakkam High Road,",G.G.Hospital,"6-E,Nungambakkam High Road",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,2.83E+15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24046,,"No 3 Jagannathan Road,Nungambakkam",Lister Metropolis LaboratoryandResearch Centre Pvt.Ltd.,"No 3 Jagannathan Road,Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24047,,"83, Valluvarkottam High Road ( Village Road)",Medindia Hospitals,"83, Valluvarkottam High Road ( Village Road)",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,044    28261122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24048,,"No.27, Pushpanagar, 1St Street, Nungabakkam,",Sasthalaya Hospital,"No.27, Pushpanagar, 1St Street, Nungabakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24049,,"12-A, Nageswara Road, Nungambakkam",The Child Trust Medical Research Foundation,"12-A, Nageswara Road, Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24050,,"No. 12A, Nageswara Road, Nungambakkam",The Kanchi Kamkoti Child Trust Hospital,"No. 12A, Nageswara Road, Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24051,,"7, Subbaraya Street, Nungambakkam, Chennai - 600 034",The Kasturba Nurshing Home,"7, Subbaraya Street, Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24052,,"No.6, 9Th Street Nandaram Extn, OppositeTo Icici Bank,",R.S.P. Hospital,"No.6, 9Th Street Nandaram Extn, OppositeTo Icici Bank",Tamil Nadu,Chennai,0,600035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24053,,"121-A(New No-36A), Chamiers Road, Nandanam,",Venkataeswara Hospitals,"121-A(New No-36A), Chamiers Road, Nandanam",Tamil Nadu,Chennai,0,600035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24054,,"39, West Road, West Cit Nagar",Vijay's Nursing Home,"39, West Road, West Cit Nagar",Tamil Nadu,Chennai,0,600035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24055,,"No.38/40, Muthumudali Street, Vysarpadi",Dr M.V.R. Health Centre and Child Care Hospital,"No.38/40, Muthumudali Street, Vysarpadi",Tamil Nadu,Chennai,0,600039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24056,,"10A/3 I Cross Street, M K B Nagar",Nalamm Hospital Pvt Ltd,"10A/3 I Cross Street, M K B Nagar",Tamil Nadu,Chennai,0,600039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24057,,"645&646, T H Road, Tondiarpet",Apollo Hospitals,"645&646, T H Road, Tondiarpet",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24058,,"No. Ac-15, 2Nd Avenue,Anna Nagar",Dr. Agarwals Eye Hospital Ltd.,"No. Ac-15, 2Nd Avenue,Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,4426215977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24059,,"G Block 10 Street Anna Nagar East, Chennai",Dr. V.K Sairam,G Block 10 Street Anna Nagar East,Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24060,,"2/1911, J-Block, 15 Th Main Road, Anna Nagar",I K Hospital,"2/1911, J-Block, 15 Th Main Road, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24061,,"Krishna Dental Clinic W-120,Anna Nagar, Madras",Krishna Dental Clinic,"Krishna Dental Clinic W-120,Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24062,,"2181 L Block 12Th Main Road, Anna Nagar",Neomed Hospital - Chennai,"2181 L Block 12Th Main Road, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,26201147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24063,,"63, Old No. 102, Q Block, 3Rd Avenue, Annanagar",Rathi Med Speciality Hospital,"63, Old No. 102, Q Block, 3Rd Avenue , Annanagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
